"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"Male"	"M"	"2015"	"2015"	66	783450	8.4
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	67	786050	8.5
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	53	783777	6.8
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"Male"	"M"	"2018"	"2018"	57	764348	7.5
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"Male"	"M"	"2019"	"2019"	46	754276	6.1
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"Male"	"M"	"2020 "	"2020"	63	748811	8.4
"Total"	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"Male"	"M"			1677	16824946	10.0
"Total"	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"					2948	32933584	9.0
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"1999"	"1999"	73	2649382	2.8
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2000"	"2000"	66	2670799	2.5
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2001"	"2001"	54	2684307	2.0
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2002"	"2002"	59	2749413	2.1
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2003"	"2003"	52	2801888	1.9
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2004"	"2004"	77	2852677	2.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2005"	"2005"	50	2900132	1.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2006"	"2006"	57	2910006	2.0
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2007"	"2007"	57	2939765	1.9
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2008"	"2008"	52	2982413	1.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	58	3015107	1.9
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	42	3022288	1.4
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	40	3021434	1.3
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	52	3004590	1.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	38	2987266	1.3
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	49	2991670	1.6
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	41	2999794	1.4
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	39	3023249	1.3
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	46	3038561	1.5
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	32	3044116	1.1
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2019"	"2019"	36	3024911	1.2
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"	"2020 "	"2020"	29	2997930	1.0
"Total"	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Female"	"F"			1099	64311698	1.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"1999"	"1999"	74	2774792	2.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2000"	"2000"	61	2797738	2.2
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2001"	"2001"	66	2808330	2.4
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2002"	"2002"	78	2874108	2.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2003"	"2003"	59	2925420	2.0
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2004"	"2004"	63	2975241	2.1
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2005"	"2005"	65	3024304	2.1
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2006"	"2006"	62	3037390	2.0
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2007"	"2007"	59	3066919	1.9
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2008"	"2008"	71	3112911	2.3
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2009"	"2009"	61	3144606	1.9
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2010"	"2010"	73	3148980	2.3
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2011"	"2011"	58	3148185	1.8
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2012"	"2012"	55	3128755	1.8
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2013"	"2013"	48	3113191	1.5
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2014"	"2014"	44	3118315	1.4
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2015"	"2015"	52	3129065	1.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2016"	"2016"	53	3153313	1.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2017"	"2017"	54	3172084	1.7
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2018"	"2018"	57	3177910	1.8
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2019"	"2019"	51	3154271	1.6
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"	"2020 "	"2020"	37	3124017	1.2
"Total"	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"Male"	"M"			1301	67109845	1.9
"Total"	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"					2400	131421543	1.8
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"1999"	"1999"	85	6998020	1.2
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2000"	"2000"	100	7052542	1.4
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2001"	"2001"	89	7086843	1.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2002"	"2002"	84	7112817	1.2
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2003"	"2003"	91	7133332	1.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2004"	"2004"	94	7151045	1.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2005"	"2005"	70	7169950	1.0
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2006"	"2006"	67	7233717	0.9
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2007"	"2007"	100	7299965	1.4
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2008"	"2008"	90	7365887	1.2
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2009"	"2009"	96	7449307	1.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2010"	"2010"	75	7520302	1.0
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2011"	"2011"	83	7574943	1.1
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2012"	"2012"	63	7635850	0.8
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2013"	"2013"	84	7683992	1.1
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2014"	"2014"	64	7722785	0.8
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2015"	"2015"	68	7743842	0.9
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2016"	"2016"	81	7761431	1.0
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2017"	"2017"	77	7794290	1.0
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	87	7824199	1.1
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	96	7835981	1.2
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"	"2020 "	"2020"	73	7876260	0.9
"Total"	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Female"	"F"			1817	164027300	1.1
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"1999"	"1999"	111	7337588	1.5
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2000"	"2000"	111	7395246	1.5
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2001"	"2001"	109	7424584	1.5
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2002"	"2002"	111	7447891	1.5
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2003"	"2003"	125	7470651	1.7
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2004"	"2004"	128	7486172	1.7
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2005"	"2005"	116	7503140	1.5
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2006"	"2006"	95	7567954	1.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2007"	"2007"	129	7634932	1.7
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2008"	"2008"	111	7699470	1.4
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2009"	"2009"	92	7783107	1.2
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2010"	"2010"	111	7855127	1.4
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2011"	"2011"	110	7908068	1.4
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2012"	"2012"	106	7968410	1.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2013"	"2013"	126	8011340	1.6
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2014"	"2014"	115	8034958	1.4
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2015"	"2015"	129	8051222	1.6
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2016"	"2016"	106	8063057	1.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2017"	"2017"	121	8106072	1.5
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	115	8142029	1.4
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	104	8162564	1.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"	"2020 "	"2020"	108	8200539	1.3
"Total"	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"Male"	"M"			2489	171254121	1.5
"Total"	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"					4306	335281421	1.3
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"1999"	"1999"	104	6792797	1.5
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2000"	"2000"	98	6874024	1.4
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2001"	"2001"	112	7062985	1.6
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2002"	"2002"	102	7190447	1.4
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2003"	"2003"	124	7305238	1.7
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2004"	"2004"	113	7421075	1.5
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2005"	"2005"	117	7523309	1.6
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2006"	"2006"	141	7601483	1.9
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2007"	"2007"	126	7696302	1.6
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2008"	"2008"	142	7777281	1.8
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2009"	"2009"	145	7845623	1.8
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2010"	"2010"	146	7881407	1.9
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2011"	"2011"	133	7928427	1.7
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2012"	"2012"	135	7975286	1.7
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2013"	"2013"	123	7990627	1.5
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2014"	"2014"	157	8023500	2.0
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2015"	"2015"	127	8026000	1.6
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2016"	"2016"	129	7991119	1.6
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2017"	"2017"	126	7976040	1.6
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	124	7988824	1.6
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	130	7983030	1.6
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"	"2020 "	"2020"	147	8023288	1.8
"Total"	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Female"	"F"			2801	168878112	1.7
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"1999"	"1999"	233	7126830	3.3
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2000"	"2000"	212	7224115	2.9
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2001"	"2001"	215	7434684	2.9
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2002"	"2002"	213	7559726	2.8
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2003"	"2003"	238	7641311	3.1
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2004"	"2004"	217	7793028	2.8
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2005"	"2005"	229	7906457	2.9
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2006"	"2006"	265	8007042	3.3
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2007"	"2007"	217	8088154	2.7
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2008"	"2008"	257	8139022	3.2
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2009"	"2009"	278	8189344	3.4
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2010"	"2010"	234	8207200	2.9
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2011"	"2011"	242	8284209	2.9
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2012"	"2012"	250	8354700	3.0
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2013"	"2013"	240	8397182	2.9
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2014"	"2014"	255	8426402	3.0
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2015"	"2015"	265	8439772	3.1
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2016"	"2016"	236	8383522	2.8
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2017"	"2017"	234	8379568	2.8
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	252	8365060	3.0
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	271	8337625	3.3
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"	"2020 "	"2020"	210	8362251	2.5
"Total"	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"Male"	"M"			5263	177047204	3.0
"Total"	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"					8064	345925316	2.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"1999"	"1999"	146	7159838	2.0
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2000"	"2000"	156	7122496	2.2
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2001"	"2001"	164	7070335	2.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2002"	"2002"	128	7083247	1.8
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2003"	"2003"	180	7108701	2.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2004"	"2004"	166	7161734	2.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2005"	"2005"	130	7230678	1.8
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2006"	"2006"	182	7300331	2.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2007"	"2007"	176	7383263	2.4
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2008"	"2008"	185	7476555	2.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2009"	"2009"	168	7579241	2.2
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2010"	"2010"	179	7650266	2.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2011"	"2011"	214	7785399	2.7
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2012"	"2012"	199	7882925	2.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2013"	"2013"	188	7975765	2.4
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2014"	"2014"	222	8129807	2.7
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2015"	"2015"	204	8269458	2.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2016"	"2016"	229	8384530	2.7
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2017"	"2017"	242	8497659	2.8
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	243	8574183	2.8
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	222	8621447	2.6
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"	"2020 "	"2020"	212	8670778	2.4
"Total"	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Female"	"F"			4135	170118636	2.4
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"1999"	"1999"	187	7205511	2.6
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2000"	"2000"	229	7196847	3.2
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2001"	"2001"	208	7135196	2.9
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2002"	"2002"	206	7130164	2.9
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2003"	"2003"	215	7115034	3.0
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2004"	"2004"	213	7167644	3.0
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2005"	"2005"	204	7201414	2.8
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2006"	"2006"	253	7256135	3.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2007"	"2007"	218	7331713	3.0
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2008"	"2008"	242	7437661	3.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2009"	"2009"	266	7553387	3.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2010"	"2010"	270	7633750	3.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2011"	"2011"	237	7795102	3.0
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2012"	"2012"	233	7922042	2.9
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2013"	"2013"	330	8024657	4.1
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2014"	"2014"	304	8160153	3.7
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2015"	"2015"	322	8297961	3.9
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2016"	"2016"	298	8424388	3.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2017"	"2017"	352	8578912	4.1
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	355	8685122	4.1
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	329	8750877	3.8
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"	"2020 "	"2020"	390	8816014	4.4
"Total"	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"Male"	"M"			5861	170819684	3.4
"Total"	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"					9996	340938320	2.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"1999"	"1999"	294	8011678	3.7
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2000"	"2000"	310	8052274	3.8
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2001"	"2001"	318	8068647	3.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2002"	"2002"	289	8028534	3.6
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2003"	"2003"	308	7982491	3.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2004"	"2004"	314	7959102	3.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2005"	"2005"	333	7962057	4.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2006"	"2006"	356	7975424	4.5
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2007"	"2007"	335	7962397	4.2
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2008"	"2008"	343	7904661	4.3
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2009"	"2009"	361	7814301	4.6
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2010"	"2010"	333	7764026	4.3
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2011"	"2011"	346	7714407	4.5
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2012"	"2012"	353	7724969	4.6
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2013"	"2013"	349	7746174	4.5
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2014"	"2014"	371	7791951	4.8
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2015"	"2015"	371	7836696	4.7
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2016"	"2016"	392	7837159	5.0
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2017"	"2017"	389	7918616	4.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	377	8011163	4.7
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	399	8090830	4.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"	"2020 "	"2020"	433	8199823	5.3
"Total"	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"Female"	"F"			7674	174357380	4.4
